19,312.015625,2,1369,0,0
19,312.015625,3,1357,0,0
20,312.015625,0,1345,0,0
20,312.015625,1,1334,0,0
20,312.015625,2,1321,0,0
20,312.015625,3,1311,0,0
21,312.015625,0,1300,0,0
21,312.015625,1,1292,0,0
21,312.015625,2,1288,0,0
21,312.015625,3,1277,0,0
22,312.015625,0,1271,0,0
22,312.015625,1,1261,0,0
22,312.015625,2,1254,0,0
22,312.015625,3,1248,0,0
23,312.015625,0,1244,0,0
23,312.015625,1,1238,0,0
23,312.015625,2,1229,0,0
23,312.015625,3,1221,0,0
24,312.015625,0,1216,0,0
24,312.015625,1,1239,0,0
24,312.015625,2,1263,0,0
24,312.015625,3,53,16384,0
25,311.546875,0,5466,0,0
25,311.546875,1,3,16384,0
25,311.546875,2,53,16384,0
25,311.546875,3,1192,0,0
26,311.546875,0,2,16384,0
26,311.546875,1,1164,0,0
26,311.546875,2,1160,0,0
26,311.546875,3,1155,0,0
27,311.546875,0,1151,0,0
27,311.546875,1,1144,0,0
27,311.546875,2,1140,0,0
27,311.546875,3,1136,0,0
28,311.546875,0,1132,0,0
28,311.546875,1,1128,0,0
28,311.546875,2,1123,0,0
28,311.546875,3,1119,0,0
29,311.546875,0,1116,0,0
29,311.546875,1,1112,0,0
29,311.546875,2,1109,0,0
29,311.546875,3,1106,0,0
30,311.546875,0,1103,0,0
30,311.546875,1,1100,0,0
30,311.546875,2,1097,0,0
30,311.546875,3,1098,0,0
31,311,0,1105,0,0
31,311,1,1133,0,0
31,311,2,53,16384,0
31,311,3,53,16384,0
32,311,0,3,16384,0
32,311,1,1477,0,0
32,311,2,2578,0,0
32,311,3,53,16384,0
33,311,0,1515,0,0
33,311,1,3,16384,0
33,311,2,1125,0,0
33,311,3,1086,0,0
34,311,0,1050,0,0
34,311,1,1015,0,0
34,311,2,1000,0,0
34,311,3,1014,0,0
35,311,0,1034,0,0
35,311,1,1044,0,0
35,311,2,1056,0,0
35,311,3,1069,0,0
36,311,0,1082,0,0
36,311,1,1098,0,0
36,311,2,33,16384,0
36,311,3,1126,0,0
37,312.015625,0,1142,0,0
37,312.015625,1,1158,0,0
37,312.015625,2,1176,0,0
37,312.015625,3,1195,0,0
38,312.015625,0,1215,0,0
38,312.015625,1,1237,0,0
38,312.015625,2,1259,0,0
38,312.015625,3,1281,0,0
39,312.015625,0,1283,0,0
39,312.015625,1,1272,0,0
39,312.015625,2,1165,0,0
39,312.015625,3,1163,0,0
40,312.015625,0,1135,0,0
40,312.015625,1,1123,0,0
40,312.015625,2,1116,0,0
40,312.015625,3,1107,0,0
41,312.015625,0,1073,0,0
41,312.015625,1,1022,0,0
41,312.015625,2,2,16384,0
41,312.015625,3,1065,0,0
42,312.015625,0,1072,0,0
42,312.015625,1,1060,0,0
42,312.015625,2,1048,0,0
42,312.015625,3,2,16384,0
43,311.59375,0,993,0,0
43,311.59375,1,980,0,0
43,311.59375,2,967,0,0
43,311.59375,3,953,0,0
44,311.59375,0,933,0,0
44,311.59375,1,909,0,0
44,311.59375,2,912,0,0
44,311.59375,3,913,0,0
45,311.59375,0,913,0,0
45,311.59375,1,912,0,0
45,311.59375,2,908,0,0
45,311.59375,3,901,0,0
46,311.59375,0,887,0,0
46,311.59375,1,863,0,0
46,311.59375,2,816,0,0
46,311.59375,3,761,0,0
47,311.59375,0,758,0,0
47,311.59375,1,758,0,0
47,311.59375,2,764,0,0
47,311.59375,3,777,0,0
48,311.59375,0,809,0,0
48,311.59375,1,862,0,0
48,311.59375,2,878,0,0
48,311.59375,3,883,0,0
49,311.203125,0,2,16384,0
49,311.203125,1,877,0,0
49,311.203125,2,787,0,0
49,311.203125,3,2,16384,0
50,311.203125,0,1061,0,0
50,311.203125,1,2,16384,0
50,311.203125,2,787,0,0
50,311.203125,3,2,16384,0
51,311.203125,0,2,16384,0
51,311.203125,1,941,0,0
51,311.203125,2,936,0,0
51,311.203125,3,877,0,0
52,311.203125,0,887,0,0
52,311.203125,1,880,0,0
52,311.203125,2,876,0,0
52,311.203125,3,881,0,0
53,311.203125,0,883,0,0
53,311.203125,1,885,0,0
53,311.203125,2,883,0,0
53,311.203125,3,851,0,0
54,311.203125,0,957,0,0
54,311.203125,1,965,0,0
54,311.203125,2,33,16384,0
54,311.203125,3,978,0,0
55,311.78125,0,985,0,0
55,311.78125,1,993,0,0
55,311.78125,2,1001,0,0
55,311.78125,3,1010,0,0
56,311.78125,0,1018,0,0
56,311.78125,1,1027,0,0
56,311.78125,2,1036,0,0
56,311.78125,3,1047,0,0
57,311.78125,0,1058,0,0
57,311.78125,1,1068,0,0
57,311.78125,2,1080,0,0
57,311.78125,3,1091,0,0
58,311.78125,0,1105,0,0
58,311.78125,1,1118,0,0
58,311.78125,2,1131,0,0
58,311.78125,3,1145,0,0
59,311.78125,0,1160,0,0
59,311.78125,1,1176,0,0
59,311.78125,2,1192,0,0
59,311.78125,3,1209,0,0
60,311.78125,0,1227,0,0
60,311.78125,1,1246,0,0
60,311.78125,2,33,16384,0
60,311.78125,3,864,0,0
61,312.28125,0,845,0,0
61,312.28125,1,837,0,0
61,312.28125,2,836,0,0
61,312.28125,3,839,0,0
62,312.28125,0,847,0,0
62,312.28125,1,858,0,0
62,312.28125,2,875,0,0
62,312.28125,3,892,0,0
63,312.28125,0,911,0,0
63,312.28125,1,930,0,0
63,312.28125,2,950,0,0
63,312.28125,3,969,0,0
64,312.28125,0,991,0,0
64,312.28125,1,1015,0,0
64,312.28125,2,1040,0,0
64,312.28125,3,1065,0,0
65,312.28125,0,1093,0,0
65,312.28125,1,1125,0,0
65,312.28125,2,2017,0,0
65,312.28125,3,2086,0,0
66,312.28125,0,2154,0,0
66,312.28125,1,2250,0,0
66,312.28125,2,2341,0,0
66,312.28125,3,2382,0,0
67,311.765625,0,2370,0,0
67,311.765625,1,2358,0,0
67,311.765625,2,53,16384,0
67,311.765625,3,2330,0,0
68,311.765625,0,2,16384,0
68,311.765625,1,2301,0,0
68,311.765625,2,2293,0,0
68,311.765625,3,2279,0,0
69,311.765625,0,2270,0,0
69,311.765625,1,2262,0,0
69,311.765625,2,2253,0,0
69,311.765625,3,2245,0,0
70,311.765625,0,2239,0,0
70,311.765625,1,2232,0,0
70,311.765625,2,2222,0,0
70,311.765625,3,2216,0,0
71,311.765625,0,2207,0,0
71,311.765625,1,2204,0,0
71,311.765625,2,2202,0,0
71,311.765625,3,2196,0,0
72,311.765625,0,2191,0,0
72,311.765625,1,2187,0,0
72,311.765625,2,2188,0,0
72,311.765625,3,2184,0,0
73,311.5,0,2186,0,0
73,311.5,1,2184,0,0
73,311.5,2,2190,0,0
73,311.5,3,2193,0,0
74,311.5,0,2197,0,0
74,311.5,1,2201,0,0
74,311.5,2,2208,0,0
74,311.5,3,2213,0,0
75,311.5,0,2225,0,0
75,311.5,1,2239,0,0
75,311.5,2,2250,0,0
75,311.5,3,2258,0,0
76,311.5,0,2269,0,0
76,311.5,1,2277,0,0
76,311.5,2,2293,0,0
76,311.5,3,2306,0,0
77,311.5,0,2297,0,0
77,311.5,1,2310,0,0
77,311.5,2,2335,0,0
77,311.5,3,53,16384,0
78,311.5,0,5734,0,0
78,311.5,1,3,16384,0
78,311.5,2,4119,0,0
78,311.5,3,53,16384,0
79,311.375,0,53,16384,0
79,311.375,1,3,16384,0
79,311.375,2,624,0,0
79,311.375,3,53,16384,0
80,311.375,0,3288,0,0
80,311.375,1,3,16384,0
80,311.375,2,3149,0,0
80,311.375,3,53,16384,0
81,311.375,0,1342,0,0
81,311.375,1,3,16384,0
81,311.375,2,1288,0,0
81,311.375,3,1264,0,0
82,311.375,0,1241,0,0
82,311.375,1,1223,0,0
82,311.375,2,1191,0,0
82,311.375,3,1171,0,0
83,311.375,0,1151,0,0
83,311.375,1,1134,0,0
83,311.375,2,1120,0,0
83,311.375,3,1106,0,0
84,311.375,0,1099,0,0
84,311.375,1,1099,0,0
84,311.375,2,1110,0,0
84,311.375,3,2,16384,0
85,311.421875,0,2165,0,0
85,311.421875,1,2110,0,0
85,311.421875,2,2078,0,0
85,311.421875,3,2051,0,0
86,311.421875,0,2076,0,0
86,311.421875,1,2038,0,0
86,311.421875,2,2010,0,0
86,311.421875,3,2020,0,0
87,311.421875,0,1997,0,0
87,311.421875,1,1978,0,0
87,311.421875,2,1956,0,0
87,311.421875,3,1935,0,0
88,311.421875,0,1916,0,0
88,311.421875,1,1898,0,0
88,311.421875,2,1885,0,0
88,311.421875,3,1869,0,0
89,311.421875,0,53,16384,0
89,311.421875,1,53,16384,0
89,311.421875,2,3,16384,0
89,311.421875,3,634,0,0
